person,0.9983949065208435,23002
person,0.9955025315284729,17446
horse,0.9721434116363525,6276
person,0.9618030786514282,7075
person,0.949893057346344,1317
person,0.9216492176055908,8322
horse,0.918598473072052,14968
person,0.9181703329086304,5054
person,0.9113546013832092,5281
horse,0.89683997631073,9664
person,0.8922485709190369,4611
person,0.8870164752006531,6052
person,0.8592948913574219,4113
dog,0.8493720293045044,4269
person,0.7948901653289795,3126
person,0.7833536863327026,3757
horse,0.7793657779693604,7255
horse,0.7194295525550842,7020
cow,0.6326647400856018,48933
person,0.5916628241539001,1490
person,0.5633512139320374,889
horse,0.5553820133209229,59402
person,0.5323901176452637,3349
person,0.5235735774040222,812
horse,0.5156773328781128,5335
person,0.5066919326782227,987
