person,0.99715256690979,67586
person,0.9936268329620361,45910
person,0.9866331815719604,25144
person,0.9848796725273132,25229
person,0.9825969338417053,24149
horse,0.9743136763572693,86391
person,0.9346537590026855,20270
person,0.9324039220809937,48541
person,0.8930322527885437,13239
person,0.8610534071922302,4469
horse,0.8374886512756348,5159
horse,0.8064801096916199,19010
person,0.7847594022750854,9543
horse,0.7567444443702698,53082
horse,0.7553350925445557,11841
person,0.7264242768287659,1878
person,0.7051353454589844,13926
person,0.519469678401947,4716
