person,0.9989004135131836,94667
person,0.994870662689209,86839
person,0.9946600794792175,58369
person,0.989952027797699,28706
person,0.9863777160644531,38630
person,0.9843512773513794,44144
person,0.984262228012085,27503
person,0.9779127836227417,15056
person,0.9756689071655273,66022
car,0.9731210470199585,1978
person,0.9702301621437073,18412
person,0.923949658870697,5947
truck,0.8964938521385193,12597
person,0.8947728276252747,15913
tie,0.8802962303161621,2397
person,0.8732689023017883,7235
person,0.8449466824531555,41035
person,0.8437063694000244,44648
person,0.8204371333122253,12663
person,0.7972869277000427,6907
person,0.7961512804031372,3326
person,0.7897737622261047,28503
person,0.7386086583137512,10470
person,0.7290052771568298,7185
person,0.6722781658172607,407
tie,0.6026417016983032,4351
car,0.5989757776260376,1771
car,0.5656834244728088,11962
truck,0.5553781390190125,12798
person,0.548965573310852,1948
