person,0.999107301235199,69184
person,0.9961124062538147,50431
person,0.9959802627563477,45651
person,0.9946019649505615,75530
person,0.9838273525238037,106269
person,0.9751782417297363,60262
person,0.9672861099243164,69254
person,0.9650492072105408,10841
person,0.9590498805046082,2626
person,0.9215856194496155,7999
person,0.9182589650154114,17198
car,0.849318265914917,4863
person,0.8399298787117004,4279
tie,0.7903447151184082,1937
person,0.6141408681869507,7337
tie,0.612642228603363,900
tie,0.5692752599716187,779
person,0.5178755521774292,1965
person,0.5093175768852234,40593
