person,0.999529242515564,32753
person,0.9967547059059143,60517
person,0.9943851232528687,24063
horse,0.9890710115432739,69449
horse,0.9852978587150574,5066
person,0.9817265868186951,9526
person,0.978226363658905,4445
person,0.9506255388259888,3167
person,0.9471005797386169,2167
horse,0.9385073781013489,17444
person,0.9294211864471436,1182
person,0.9192256927490234,4851
person,0.9139462113380432,6977
person,0.8562893867492676,1852
person,0.8393930792808533,2874
person,0.8039056062698364,2907
person,0.8032652735710144,1936
person,0.7907445430755615,1065
cow,0.7731491327285767,17936
cow,0.7493975758552551,27291
horse,0.7431029081344604,3948
horse,0.7266824841499329,2840
person,0.7232556939125061,3442
horse,0.6240567564964294,13196
car,0.623401403427124,3364
person,0.5989094972610474,2329
person,0.5930820107460022,1377
person,0.5904491543769836,1412
person,0.5135400891304016,1622
