person,0.9964788556098938,19618
person,0.9931923747062683,15021
person,0.9825559854507446,8197
person,0.9822775721549988,10758
person,0.9819666147232056,9657
person,0.9757850170135498,14394
person,0.9379462003707886,4314
person,0.9239855408668518,3639
person,0.9202099442481995,4860
person,0.9154521822929382,2012
person,0.842759907245636,3829
sheep,0.8283752799034119,10579
person,0.7363002300262451,4715
person,0.7352035045623779,2501
person,0.7028998732566833,5647
person,0.6940435767173767,2789
person,0.6690064072608948,3140
person,0.6493839621543884,13455
person,0.5157153606414795,2227
person,0.5047770738601685,1859
person,0.5041928291320801,3915
