person,0.9681165814399719,5760
person,0.9604008793830872,1287
person,0.9586740732192993,9595
person,0.9391455054283142,5327
person,0.9216736555099487,2862
person,0.9148069620132446,3407
person,0.9049809575080872,6963
horse,0.8633853197097778,22892
person,0.862331748008728,7227
person,0.8115841150283813,6350
cow,0.8056576251983643,47458
horse,0.7943331599235535,13944
person,0.7416302561759949,7258
person,0.7127161026000977,2745
horse,0.6846111416816711,2642
bench,0.6733540892601013,46527
horse,0.6566954255104065,56795
person,0.6203218102455139,2190
person,0.5818510055541992,2146
horse,0.5816339254379272,17346
horse,0.5387463569641113,7191
person,0.5039087533950806,1497
