person,0.9886747002601624,1172
person,0.9833717942237854,1004
person,0.9825438857078552,805
person,0.9772374033927917,681
train,0.9767953157424927,49134
train,0.9767705202102661,8835
train,0.9751031994819641,12342
person,0.9738600850105286,1527
person,0.9716289639472961,1201
person,0.8242880702018738,680
truck,0.7671352624893188,752
person,0.7291333675384521,564
car,0.7290460467338562,855
person,0.6493246555328369,683
car,0.626334011554718,3403
person,0.5703333020210266,726
car,0.5421507954597473,586
train,0.5130141973495483,9906
car,0.5093069076538086,100
