person,0.9539594650268555,1065
person,0.931481659412384,1407
person,0.9235424399375916,3018
person,0.8729425668716431,659
person,0.8683183193206787,933
person,0.8568682074546814,1176
person,0.8475438952445984,1470
umbrella,0.8200416564941406,56133
person,0.8191689848899841,2200
person,0.7744742631912231,2010
person,0.7538225054740906,1320
umbrella,0.7463489174842834,6759
umbrella,0.6981173157691956,9991
person,0.6933144927024841,529
umbrella,0.6863425970077515,5168
umbrella,0.6589938402175903,8171
person,0.6129056215286255,1066
person,0.5834136009216309,1606
person,0.5768550038337708,789
person,0.5218479633331299,839
