person,0.9982126951217651,22096
person,0.9815427660942078,16267
person,0.9812868237495422,8847
person,0.9791123867034912,15772
person,0.97594153881073,8318
person,0.9691181182861328,20481
person,0.9556527733802795,8224
person,0.9480113983154297,12425
person,0.9190390706062317,18844
person,0.9141149520874023,17852
person,0.8741134405136108,21021
person,0.8501135110855103,16573
person,0.8021287322044373,15762
person,0.7932857275009155,2860
person,0.7668245434761047,9071
person,0.7049692869186401,20997
handbag,0.6686205267906189,3491
person,0.6338103413581848,3380
person,0.5981107950210571,16598
person,0.5927931666374207,3772
