person,0.9959927797317505,15721
person,0.9911892414093018,30959
person,0.9735175371170044,2117
person,0.9729844927787781,3686
person,0.9697110652923584,3988
person,0.9585187435150146,536
person,0.9496827125549316,23513
person,0.9176597595214844,2563
person,0.9004786610603333,1034
person,0.8816096186637878,2507
handbag,0.848267674446106,2616
person,0.8039021492004395,3535
person,0.8026252388954163,2935
boat,0.7636463046073914,13746
surfboard,0.7624036073684692,764
person,0.6937850117683411,2775
person,0.6889316439628601,1285
person,0.6826443672180176,2184
person,0.6776672005653381,2142
person,0.6241067051887512,3369
person,0.5513138771057129,693
