person,0.9977447986602783,2161
person,0.995452880859375,1346
person,0.9855119585990906,1913
person,0.9778574705123901,1121
person,0.9775031208992004,952
car,0.9690404534339905,19767
car,0.9666044116020203,19320
person,0.9623896479606628,1203
person,0.9476264119148254,2228
person,0.9398149847984314,1728
person,0.9342594146728516,1418
car,0.8564870357513428,7134
car,0.8348491787910461,6315
person,0.8243234157562256,705
person,0.8221326470375061,468
person,0.7593227028846741,1002
person,0.7127347588539124,1235
car,0.643683910369873,1460
person,0.6121759414672852,761
car,0.5600974559783936,564
person,0.5376242399215698,544
car,0.5133302211761475,2266
