id,category,conf,size
1a33896v,person,0.9776991605758667,51383
1a33896v,person,0.9625793099403381,34428
1a33896v,person,0.9445257186889648,37170
1a33896v,person,0.9428807497024536,25172
1a33896v,person,0.9399089813232422,24115
1a33896v,tie,0.9130117893218994,5920
1a33896v,book,0.8868270516395569,8732
1a33896v,chair,0.8863011598587036,11303
1a33896v,tie,0.8796787858009338,980
1a33896v,tie,0.868295431137085,3489
1a33896v,tie,0.8134015202522278,2345
1a33896v,tie,0.784167468547821,350
1a33896v,person,0.6715058088302612,33891
1a33896v,person,0.5316746234893799,54635
1a33897v,person,0.9765170812606812,4835
1a33898v,person,0.9964027404785156,8304
1a33898v,handbag,0.8392974734306335,1447
1a33899v,person,0.9952227473258972,5604
1a33901v,person,0.9917551279067993,434
1a33906v,person,0.9985132813453674,12303
1a33906v,person,0.9981681108474731,32305
1a33906v,person,0.9948305487632751,21867
1a33906v,person,0.9931827187538147,35557
1a33906v,person,0.9923551082611084,10330
1a33906v,person,0.9837977290153503,7560
1a33906v,person,0.9800304770469666,10912
1a33906v,person,0.9457648396492004,4767
1a33906v,person,0.943112850189209,15285
1a33906v,car,0.9163244962692261,10791
1a33906v,person,0.8956021070480347,1821
1a33906v,person,0.882537841796875,5074
1a33906v,tie,0.872725784778595,974
1a33906v,person,0.7803823351860046,4734
1a33906v,chair,0.7485377192497253,11161
1a33906v,person,0.7036264538764954,2124
1a33906v,bottle,0.6962767839431763,722
1a33906v,backpack,0.6457776427268982,2322
1a33906v,handbag,0.6044543981552124,2305
1a33906v,person,0.6007269620895386,1627
1a33906v,person,0.5972634553909302,4576
1a33906v,person,0.5808410048484802,4461
1a33906v,person,0.5041742920875549,665
1a33907v,person,0.9907487034797668,1597
1a33907v,person,0.9535535573959351,2225
1a33907v,person,0.9534411430358887,2718
1a33907v,bench,0.9395012259483337,7686
1a33907v,person,0.9143919348716736,1152
1a33907v,person,0.818355917930603,1320
1a33907v,person,0.8104966878890991,827
1a33907v,umbrella,0.803142249584198,5488
1a33907v,person,0.7936583161354065,667
1a33907v,umbrella,0.7844474911689758,7234
1a33907v,person,0.7597037553787231,809
1a33907v,person,0.7165969610214233,998
1a33907v,umbrella,0.7095628380775452,54930
1a33907v,person,0.6759586930274963,930
1a33907v,person,0.6395729184150696,580
1a33907v,person,0.6375768780708313,2164
1a33907v,person,0.6292863488197327,733
1a33907v,person,0.6288384199142456,598
1a33907v,person,0.6063849925994873,715
1a33907v,umbrella,0.5959608554840088,15420
1a33907v,person,0.5902971029281616,437
1a33907v,person,0.5801168084144592,1334
1a33907v,person,0.5546804666519165,914
1a33907v,umbrella,0.5518695712089539,53724
1a33907v,person,0.5447335243225098,951
1a33907v,person,0.5227611660957336,792
1a33908v,person,0.9953052997589111,45058
1a33908v,person,0.9920319318771362,31811
1a33908v,bird,0.9854413866996765,13958
1a33908v,cup,0.7449558973312378,725
1a33909v,boat,0.9038508534431458,62755
1a33909v,person,0.7251114845275879,968
1a33909v,bicycle,0.7222384810447693,6162
1a33909v,umbrella,0.6776036620140076,8730
1a33909v,person,0.6223861575126648,511
1a33909v,person,0.619144082069397,190
1a33909v,person,0.5735519528388977,1170
1a33909v,person,0.5697230696678162,231
1a33909v,person,0.5629990696907043,601
1a33910v,person,0.9949178695678711,60368
1a33910v,person,0.5917049646377563,290
1a33911v,car,0.6497820019721985,23974
1a33911v,truck,0.5140076279640198,505267
1a33912v,person,0.9980568289756775,29812
1a33912v,person,0.9952895641326904,44067
1a33912v,person,0.9936018586158752,28564
1a33912v,person,0.9917986392974854,51435
1a33912v,person,0.9917733073234558,24323
1a33912v,person,0.989468514919281,34566
1a33912v,person,0.983244776725769,36484
1a33912v,person,0.9556309580802917,35370
1a33912v,person,0.7892935872077942,38849
1a33912v,umbrella,0.7354589700698853,8288
1a33912v,person,0.7186363935470581,5400
1a33912v,person,0.6919360160827637,3579
1a33912v,person,0.6907880306243896,2625
1a33912v,person,0.5372456312179565,3174
1a33913v,person,0.998747706413269,50813
1a33913v,person,0.9983692765235901,71559
1a33913v,person,0.9982012510299683,38234
1a33913v,person,0.9962117671966553,4019
1a33913v,person,0.9906740784645081,43268
1a33913v,person,0.9675228595733643,8611
1a33913v,person,0.890667736530304,5616
1a33913v,person,0.8297531604766846,12655
1a33913v,person,0.8241129517555237,3943
1a33913v,person,0.819827675819397,18125
1a33913v,truck,0.7764629125595093,101988
1a33914v,person,0.9116304516792297,462771
1a33914v,person,0.6838125586509705,144537
1a33915v,person,0.9986752867698669,69421
1a33915v,person,0.9962665438652039,63693
1a33915v,person,0.9747987389564514,1465
1a33915v,truck,0.9026473760604858,162709
1a33915v,car,0.8681665658950806,149549
1a33915v,person,0.8566928505897522,948
1a33915v,person,0.83455890417099,1357
1a33915v,chair,0.7921921014785767,35085
1a33915v,chair,0.7657091617584229,14991
1a33915v,car,0.6244887113571167,19033
1a33915v,truck,0.5264571905136108,165897
1a33916v,person,0.9979630708694458,30748
1a33916v,person,0.9972530007362366,14983
1a33916v,person,0.9878585338592529,10879
1a33916v,person,0.9783716201782227,44311
1a33916v,person,0.964748740196228,18164
1a33916v,person,0.960155189037323,6636
1a33916v,person,0.7027859091758728,2263
1a33916v,person,0.7002338171005249,6879
1a33916v,person,0.6697432994842529,5009
1a33916v,person,0.6652489304542542,5909
1a33916v,dog,0.6392782330513,9503
1a33916v,person,0.5658797025680542,10543
1a33917v,person,0.9959015250205994,46266
1a33917v,bird,0.9773241877555847,12439
1a33917v,person,0.9405476450920105,10199
1a33917v,person,0.7319049835205078,1991
1a33917v,cup,0.5545258522033691,859
1a33918v,person,0.9943355917930603,15751
1a33918v,person,0.823557436466217,8069
1a33918v,person,0.5172615051269531,1919
1a33919v,person,0.9539594650268555,1065
1a33919v,person,0.931481659412384,1407
1a33919v,person,0.9235424399375916,3018
1a33919v,person,0.8729425668716431,659
1a33919v,person,0.8683183193206787,933
1a33919v,person,0.8568682074546814,1176
1a33919v,person,0.8475438952445984,1470
1a33919v,umbrella,0.8200416564941406,56133
1a33919v,person,0.8191689848899841,2200
1a33919v,person,0.7744742631912231,2010
1a33919v,person,0.7538225054740906,1320
1a33919v,umbrella,0.7463489174842834,6759
1a33919v,umbrella,0.6981173157691956,9991
1a33919v,person,0.6933144927024841,529
1a33919v,umbrella,0.6863425970077515,5168
1a33919v,umbrella,0.6589938402175903,8171
1a33919v,person,0.6129056215286255,1066
1a33919v,person,0.5834136009216309,1606
1a33919v,person,0.5768550038337708,789
1a33919v,person,0.5218479633331299,839
1a33920v,person,0.9987517595291138,226210
1a33920v,person,0.9982165694236755,188334
1a33920v,person,0.9958747029304504,205910
1a33921v,car,0.8627595901489258,3123
1a33921v,person,0.8162712454795837,1570
1a33921v,person,0.8140242695808411,732
1a33921v,person,0.7324567437171936,1485
1a33921v,person,0.7136469483375549,897
1a33921v,person,0.5612887740135193,2227
1a33921v,person,0.5218044519424438,2001
1a33921v,person,0.5142027139663696,458
1a33922v,person,0.9972661733627319,19350
1a33922v,person,0.9943935871124268,12028
1a33922v,person,0.9830832481384277,6735
1a33922v,person,0.96904057264328,5007
1a33922v,person,0.9427441358566284,7691
1a33922v,person,0.9402544498443604,2775
1a33922v,person,0.9343723654747009,5866
1a33922v,person,0.9327508211135864,5916
1a33922v,person,0.9249215126037598,4401
1a33922v,person,0.9178357720375061,4152
1a33922v,person,0.9113531112670898,6648
1a33922v,person,0.8642933964729309,2632
1a33922v,person,0.8591122031211853,3690
1a33922v,person,0.8523141741752625,4749
1a33922v,person,0.8348132967948914,1829
1a33922v,person,0.8095609545707703,6093
1a33922v,person,0.7035326957702637,10627
1a33922v,person,0.6985276341438293,3501
1a33922v,person,0.6550678014755249,3486
1a33922v,person,0.5994698405265808,3061
1a33922v,person,0.5418998003005981,2875
1a33922v,person,0.5290492177009583,4871
1a33923v,person,0.9972980618476868,15426
1a33923v,person,0.9968727231025696,17970
1a33923v,person,0.9902997016906738,14394
1a33923v,person,0.9890908598899841,13130
1a33923v,person,0.9766349792480469,6628
1a33923v,person,0.9734572172164917,6804
1a33923v,person,0.9609978795051575,6981
1a33923v,person,0.8881320357322693,1725
1a33923v,person,0.8254711031913757,2817
1a33923v,person,0.7429755926132202,1214
1a33923v,person,0.720465898513794,1345
1a33923v,person,0.6563546657562256,3597
1a33923v,person,0.6035906076431274,1325
1a33923v,handbag,0.5939364433288574,733
1a33923v,person,0.5714839696884155,7305
1a33923v,person,0.5548648834228516,1509
1a33923v,person,0.5401520729064941,1062
1a33923v,person,0.5161271691322327,946
1a33924v,person,0.999107301235199,69184
1a33924v,person,0.9961124062538147,50431
1a33924v,person,0.9959802627563477,45651
1a33924v,person,0.9946019649505615,75530
1a33924v,person,0.9838273525238037,106269
1a33924v,person,0.9751782417297363,60262
1a33924v,person,0.9672861099243164,69254
1a33924v,person,0.9650492072105408,10841
1a33924v,person,0.9590498805046082,2626
1a33924v,person,0.9215856194496155,7999
1a33924v,person,0.9182589650154114,17198
1a33924v,car,0.849318265914917,4863
1a33924v,person,0.8399298787117004,4279
1a33924v,tie,0.7903447151184082,1937
1a33924v,person,0.6141408681869507,7337
1a33924v,tie,0.612642228603363,900
1a33924v,tie,0.5692752599716187,779
1a33924v,person,0.5178755521774292,1965
1a33924v,person,0.5093175768852234,40593
1a33926v,fire hydrant,0.8655903935432434,1391
1a33926v,bench,0.809274435043335,1814
1a33926v,potted plant,0.5991156101226807,6775
1a33927v,person,0.9912260174751282,1657
1a33927v,person,0.9874300360679626,1496
1a33927v,person,0.9575939178466797,1235
1a33927v,person,0.9265120625495911,614
1a33927v,person,0.8679355978965759,635
1a33927v,person,0.8086398839950562,646
1a33927v,person,0.8035548329353333,489
1a33927v,person,0.6854442954063416,496
1a33929v,person,0.9977902173995972,7250
1a33929v,truck,0.8472766876220703,6846
1a33929v,person,0.7130838632583618,219
1a33929v,person,0.5261967778205872,218
1a33930v,potted plant,0.8134216070175171,78340
1a33930v,boat,0.8070705533027649,585
1a33930v,vase,0.6727426648139954,55694
1a33930v,boat,0.6715641617774963,1151
1a33931v,person,0.9920027256011963,7498
1a33931v,person,0.988125205039978,1141
1a33931v,bench,0.6922786235809326,2702
1a33931v,person,0.5910759568214417,417
1a33932v,person,0.9363710880279541,836
1a33932v,umbrella,0.7462565302848816,2928
1a33932v,umbrella,0.6928879618644714,1861
1a33932v,umbrella,0.5648388862609863,1443
1a33932v,umbrella,0.5528120994567871,1661
1a33932v,person,0.5224646925926208,218
1a33933v,person,0.997283935546875,2671
1a33934v,bus,0.8681640028953552,6337
1a33934v,umbrella,0.7042706608772278,1252
1a33934v,truck,0.6904696226119995,8712
1a33934v,umbrella,0.6440786719322205,992
1a33934v,umbrella,0.6051038503646851,2077
1a33934v,truck,0.5484459400177002,6545
1a33934v,umbrella,0.5268202424049377,2741
1a33934v,car,0.5219132900238037,7837
1a33935v,person,0.9791795611381531,1087
1a33935v,person,0.9696335196495056,1005
1a33935v,person,0.8405774831771851,587
1a33935v,person,0.8022945523262024,626
1a33935v,person,0.7191256880760193,658
1a33935v,person,0.5232867002487183,868
1a33935v,person,0.5131700038909912,338
1a33936v,person,0.9748484492301941,2323
1a33936v,person,0.9372597932815552,2462
1a33936v,car,0.8824338912963867,31060
1a33936v,person,0.8442942500114441,3871
1a33936v,person,0.7212047576904297,604
1a33936v,person,0.63216233253479,3004
1a33936v,person,0.5203627943992615,4049
1a33937v,boat,0.8392046093940735,2210
1a33939v,person,0.9981837868690491,2829
1a33939v,person,0.9966667294502258,2717
1a33939v,person,0.9932175278663635,2302
1a33939v,person,0.9926872253417969,2854
1a33939v,bicycle,0.9778534770011902,1628
1a33939v,person,0.935926616191864,693
1a33939v,person,0.9122520089149475,1188
1a33939v,person,0.9022000432014465,1194
1a33939v,car,0.8765552043914795,9216
1a33939v,person,0.7810561656951904,175
1a33939v,person,0.7798046469688416,1048
1a33939v,person,0.6857353448867798,896
1a33939v,skateboard,0.6579477787017822,358
1a33939v,car,0.6428786516189575,13731
1a33939v,person,0.6032155752182007,487
1a33939v,person,0.5766257047653198,624
1a33940v,boat,0.7661513090133667,289
1a33940v,boat,0.702160656452179,902
1a33940v,boat,0.6599341630935669,913
1a33941v,umbrella,0.8824809789657593,5307
1a33941v,boat,0.6763039231300354,599
1a33941v,umbrella,0.6339291930198669,2929
1a33941v,boat,0.5844436287879944,438
1a33941v,bird,0.5160672068595886,59
1a33942v,person,0.7533533573150635,211
1a33944v,person,0.9980477094650269,25635
